역번호,역사명,노선명,영문역사명,한자역사명,역위도,역경도,데이터기준일자
0534,종로3가(탑골공원),5호선,Jongno 3(sam)ga (Tapgol Park),鐘路3街(탑골공원),37.572546,126.990447,2024-12-31
0535,을지로4가,5호선,Euljiro 4(sa)ga,乙支路4街,37.56728,126.998127,2024-12-31
0536,동대문역사문화공원(DDP),5호선,Dongdaemun History & Culture Park,東大門歷史文化公園(DDP),37.564682,127.00533,2024-12-31
0537,청구,5호선,Cheonggu,靑丘,37.560237,127.01379,2024-12-31
0538,신금호,5호선,Singeumho,新金湖,37.554504,127.020403,2024-12-31
0539,행당,5호선,Haengdang,杏堂,37.557297,127.029482,2024-12-31
0540,왕십리(성동구청),5호선,Wangsimni,往十里(城東區廳),37.56197,127.037264,2024-12-31
0541,마장,5호선,Majang,馬場,37.566066,127.042921,2024-12-31
0542,답십리,5호선,Dapsimni,踏十里,37.566833,127.05266,2024-12-31
0543,장한평,5호선,Janghanpyeong,長漢坪,37.561438,127.064601,2024-12-31
0544,군자(능동),5호선,Gunja (Neungdong),君子(陵洞),37.557102,127.079559,2024-12-31
0545,아차산(어린이대공원후문),5호선,Achasan (Rear Entrance to Seoul Children's Grand Park),峨嵯山(어린이大公園後門),37.552005,127.089609,2024-12-31
0546,광나루(장신대),5호선,Gwangnaru (Presbyterian College & Theological Seminary),광나루(長神大),37.545301,127.103478,2024-12-31
0547,천호(풍납토성),5호선,Cheonho (Pungnaptoseong),千戶(風納土城),37.538566,127.123539,2024-12-31
0548,강동,5호선,Gangdong,江東,37.53581,127.13249,2024-12-31
0549,길동,5호선,Gildong,吉洞,37.538022,127.140085,2024-12-31
0550,굽은다리(강동구민회관앞),5호선,Gubeundari (Gangdong Community Center ),굽은다리(江東區民會館앞),37.545442,127.142844,2024-12-31
0551,명일,5호선,Myeongil,明逸,37.551317,127.144002,2024-12-31
0552,고덕,5호선,Godeok,高德,37.555002,127.154214,2024-12-31
0553,상일동,5호선,Sangildong,上一洞,37.556714,127.166381,2024-12-31
0554,강일,5호선,Gangil,江一,37.557521,127.176018,2024-12-31
0555,미사,5호선,Misa,渼沙,37.56309,127.192954,2024-12-31
0556,하남풍산,5호선,Hanam Pungsan,河南豊山,37.552201,127.203897,2024-12-31
0557,하남시청(덕풍?신장),5호선,Hanam City Hall (Deokpung&Sinjang),河南市廳(德豊?新長),37.541723,127.206901,2024-12-31
0558,하남검단산,5호선,Hanam Geomdansan,河南黔丹山,37.539729,127.223427,2024-12-31
0610,응암,6호선,Eungam,鷹岩,37.59859,126.915583,2024-12-31
0611,역촌,6호선,Yeokchon,驛村,37.60605,126.922764,2024-12-31
0612,불광,6호선,Bulgwang,佛光,37.610919,126.929504,2024-12-31
0613,독바위,6호선,Dokbawi,-,37.618413,126.933035,2024-12-31
0614,연신내,6호선,Yeonsinnae,-,37.618483,126.920403,2024-12-31
0615,구산,6호선,Gusan,龜山,37.611196,126.9172519,2024-12-31
0616,새절(신사),6호선,Saejeol (Sinsa),새절(新寺),37.591148,126.913613,2024-12-31
0617,증산(명지대앞),6호선,Jeungsan (Myongji Univ.),繒山(明知大앞),37.583989,126.909785,2024-12-31
0618,디지털미디어시티,6호선,Digital Media City,-,37.5760805,126.901343,2024-12-31
0619,월드컵경기장(성산),6호선,World Cup Stadium (Seongsan),월드컵競技場(城山),37.569439,126.899077,2024-12-31
0620,마포구청,6호선,Mapo-gu Office,麻浦區廳,37.563529,126.903356,2024-12-31
0621,망원,6호선,Mangwon,望遠,37.556031,126.910129,2024-12-31
0622,합정,6호선,Hapjeong,合井,37.549033,126.913546,2024-12-31
0623,상수,6호선,Sangsu,上水,37.547704,126.92292,2024-12-31
0624,광흥창(서강),6호선,Gwangheungchang (Seogang),廣興倉(西江),37.547464,126.931971,2024-12-31
0625,대흥(서강대앞),6호선,Daeheung (Sogang Univ.),大興(西江大앞),37.547732,126.942214,2024-12-31
0626,공덕,6호선,Gongdeok,孔德,37.543592,126.951664,2024-12-31
0627,효창공원앞,6호선,Hyochang Park ,孝昌公園앞,37.539279,126.961348,2024-12-31
0628,삼각지(전쟁기념관),6호선,Samgakji,三角地,37.535563,126.973996,2024-12-31
0629,녹사평(용산구청),6호선,Noksapyeong (Yongsan-gu Office),綠莎坪(龍山區廳),37.53469,126.98665,2024-12-31
0630,이태원,6호선,Itaewon,梨泰院,37.534485,126.994369,2024-12-31
0631,한강진,6호선,Hangangjin,漢江鎭,37.53956,127.001729,2024-12-31
0632,버티고개,6호선,Beotigogae,-,37.547933,127.006948,2024-12-31
0633,약수,6호선,Yaksu,藥水,37.554087,127.010237,2024-12-31
0634,청구,6호선,Cheonggu,靑丘,37.560221,127.013776,2024-12-31
0635,신당,6호선,Sindang,新堂,37.566174,127.016158,2024-12-31
0636,동묘앞,6호선,Dongmyo,東廟앞,37.572275,127.015666,2024-12-31
0637,창신,6호선,Changsin,昌信,37.579772,127.015246,2024-12-31
0638,보문,6호선,Bomun,普門,37.585426,127.019722,2024-12-31
0639,안암(고대병원앞),6호선,Anam (Korea Univ. Hospital),安岩(高大病院앞),37.586261,127.02903,2024-12-31
0640,고려대(종암),6호선,Korea Univ. (Jongam),高麗大(鍾岩),37.59034,127.03626,2024-12-31
0641,월곡(동덕여대),6호선,Wolgok (Dongduk Women's Univ.),月谷(同德女大),37.60192,127.041492,2024-12-31
0642,상월곡(한국과학기술연구원),6호선,Sangwolgok(KIST),上月谷(韓國科學技術硏究院),37.606392,127.048509,2024-12-31
0643,돌곶이,6호선,Dolgoji,-,37.610522,127.056419,2024-12-31
0644,석계,6호선,Seokgye,石溪,37.614937,127.065922,2024-12-31
0645,태릉입구,6호선,Taereung,泰陵入口,37.617319,127.074741,2024-12-31
0646,화랑대(서울여대입구),6호선,Hwarangdae (Seoul Women's Univ.),花郞臺(서울女大入口),37.619875,127.084106,2024-12-31
0647,봉화산(서울의료원),6호선,Bonghwasan (Seoul Medical Center),烽火山(서울醫療院),37.617429,127.0912326,2024-12-31
0648,신내,6호선,Sinnae,新內,37.612571,127.104326,2024-12-31
0709,장암,7호선,Jangam,長岩,37.70015,127.053126,2024-12-31
0710,도봉산,7호선,Dobongsan,道峰山,37.689131,127.046548,2024-12-31
0711,수락산,7호선,Suraksan,水落山,37.677804,127.055314,2024-12-31
0712,마들,7호선,Madeul,-,37.664985,127.057701,2024-12-31
0713,노원,7호선,Nowon,蘆原,37.654478,127.060555,2024-12-31
0714,중계,7호선,Junggye,中溪,37.645052,127.064084,2024-12-31
0715,하계,7호선,Hagye,下溪,37.636363,127.067999,2024-12-31
0716,공릉(서울과학기술대),7호선,Gongneung (Seoul National Univ. of Science & Technology),孔陵(서울産業大入口),37.625642,127.072969,2024-12-31
0717,태릉입구,7호선,Taereung,泰陵入口,37.618519,127.075361,2024-12-31
0718,먹골,7호선,Meokgol,-,37.610638,127.077719,2024-12-31
0719,중화,7호선,Junghwa,中和,37.602604,127.079254,2024-12-31
0720,상봉,7호선,Sangbong,上鳳,37.595673,127.085708,2024-12-31
0721,면목,7호선,Myeonmok,面牧,37.588671,127.087503,2024-12-31
0722,사가정,7호선,Sagajeong,四佳亭,37.580912,127.088502,2024-12-31
0723,용마산(용마폭포공원),7호선,Yongmasan,龍馬山(龍馬瀑布公園),37.573752,127.086802,2024-12-31
0724,중곡,7호선,Junggok,中谷,37.565877,127.084291,2024-12-31
0725,군자(능동),7호선,Gunja (Neungdong),君子(陵洞),37.557151,127.079484,2024-12-31
0726,어린이대공원(세종대),7호선,Children's Grand Park (Sejong Univ.),어린이大公園(世宗大),37.547962,127.07465,2024-12-31
0727,건대입구,7호선,Konkuk Univ.,建大入口,37.540882,127.071103,2024-12-31
0728,자양(뚝섬한강공원),7호선,Jayang (Ttukseom Hangang Park),紫陽(뚝섬漢江公園),37.531558,127.066714,2024-12-31
0729,청담,7호선,Cheongdam,淸潭,37.519097,127.051851,2024-12-31
0730,강남구청,7호선,Gangnam-gu Office,江南區廳,37.517185,127.04122,2024-12-31
0731,학동,7호선,Hakdong,鶴洞,37.514262,127.031738,2024-12-31
0732,논현,7호선,Nonhyeon,論峴,37.511108,127.021385,2024-12-31
0733,반포,7호선,Banpo,盤浦,37.508171,127.011717,2024-12-31
0734,고속터미널,7호선,Express Bus Terminal,高速터미널,37.503387,127.005055,2024-12-31
0735,내방,7호선,Naebang,內方,37.48764,126.993541,2024-12-31
0736,이수,7호선,Isu,梨水,37.485258,126.981766,2025-12-31
0736,총신대입구(이수),7호선,Isu,總神大入口(梨水),37.485258,126.981766,2024-12-31
0737,남성,7호선,Namseong,南城,37.484688,126.971108,2024-12-31
0738,숭실대입구(살피재),7호선,Soongsil Univ. (Salpijae),崇實大入口(살피재),37.496258,126.953649,2024-12-31
0739,상도,7호선,Sangdo,上道,37.50279,126.947949,2024-12-31
0740,장승배기,7호선,Jangseungbaegi,-,37.504845,126.939025,2024-12-31
0741,신대방삼거리,7호선,Sindaebangsamgeori,新大方삼거리,37.499717,126.928218,2024-12-31
0742,보라매,7호선,Boramae,-,37.499916,126.920112,2024-12-31
0743,신풍,7호선,Sinpung,新豊,37.500107,126.909806,2024-12-31
0744,대림(구로구청),7호선,Daerim (Guro-gu Office),大林(九老區廳),37.492984,126.896997,2024-12-31
0745,남구로,7호선,Namguro,南九老,37.486181,126.887372,2024-12-31
0746,가산디지털단지,7호선,Gasan Digital Complex,加山디지털團地,37.480376,126.882704,2024-12-31
0747,철산,7호선,Cheolsan,鐵山,37.47616,126.868217,2024-12-31
0748,광명사거리,7호선,Gwangmyeongsageori,光明사거리,37.47927,126.854854,2024-12-31
0749,천왕,7호선,Cheonwang,天旺,37.486699,126.838684,2024-12-31
0750,온수(성공회대입구),7호선,Onsu (Sungkonghoe Univ.),溫水(聖公會大入口),37.492059,126.823294,2024-12-31
0809,암사역사공원,8호선,Amsa History Park,岩寺歷史公園,37.557167,127.137556,2024-12-31
0810,암사,8호선,Amsa,岩寺,37.550127,127.127521,2024-12-31
0811,천호(풍납토성),8호선,Cheonho (Pungnaptoseong),千戶(風納土城),37.53792,127.123179,2024-12-31
0812,강동구청,8호선,Gangdong-gu Office,江東區廳,37.530348,127.120461,2024-12-31
0813,몽촌토성(평화의문),8호선,Mongchontoseong (World Peace Gate),夢村土城(平和의門),37.517692,127.11274,2024-12-31
0814,잠실(송파구청),8호선,Jamsil (Songpa-gu Office),蠶室(松坡區廳),37.514649,127.104267,2024-12-31
0815,석촌,8호선,Seokchon,石村,37.505396,127.106995,2024-12-31
0816,송파,8호선,Songpa,松坡,37.49978,127.11212,2024-12-31
0817,가락시장,8호선,Garak Market,可樂市長,37.493004,127.118279,2024-12-31
0818,문정,8호선,Munjeong,文井,37.485931,127.122473,2024-12-31
0819,장지,8호선,Jangji,長旨,37.478609,127.126229,2024-12-31
0820,복정,8호선,Bokjeong,福井,37.471016,127.126746,2024-12-31
0821,남위례,8호선,Namwirye ,南慰禮,37.462839,127.139047,2024-12-31
0822,산성,8호선,Sanseong,山城,37.456886,127.149927,2024-12-31
0823,남한산성입구(성남법원·검찰청),8호선,Namhansanseong(Seongnam Court & Public Prosecutor's Office),南漢山城入口(城南法院檢察廳)?,37.451568,127.159845,2024-12-31
0824,단대오거리,8호선,Dandaeogeori,丹垈오거리,37.445057,127.156735,2024-12-31
0825,신흥,8호선,Sinheung,新興,37.440952,127.14759,2024-12-31
0826,수진,8호선,Sujin,壽進,37.437575,127.140936,2024-12-31
0827,모란,8호선,Moran,牡丹,37.433988,127.129921,2024-12-31
2111,용답,2호선,Yongdap,龍踏,37.562066,127.0508786,2024-12-31
2112,신답,2호선,Sindap,新踏,37.569847,127.047048,2024-12-31
2113,용두(동대문구청),2호선,Yongdu (Dongdaemun-gu Office),龍頭(東大門區廳),37.574012,127.03811,2024-12-31
2114,신설동,2호선,Sinseoldong,新設洞,37.574653,127.025158,2024-12-31
2341,도림천,2호선,Dorimcheon,道林川,37.5145589,126.882586,2024-12-31
2342,양천구청,2호선,Yangcheon-gu Office,陽川區廳,37.5123294,126.865593,2024-12-31
2343,신정네거리,2호선,Sinjeongnegeori,新亭네거리,37.520218,126.852849,2024-12-31
P549,둔촌동,5호선,Dunchondong,遁村洞,37.527787,127.136219,2024-12-31
P550,올림픽공원(한국체대),5호선,Olympic Park (Korea National Sport Univ.),올림픽公園(韓國體大),37.516217,127.130957,2024-12-31
P551,방이,5호선,Bangi,芳荑,37.508752,127.126054,2024-12-31
P552,오금,5호선,Ogeum,梧琴,37.502228,127.127701,2024-12-31
P553,개롱,5호선,Gaerong,開籠,37.498097,127.134817,2024-12-31
P554,거여,5호선,Geoyeo,巨余,37.493208,127.143983,2024-12-31
P555,마천,5호선,Macheon,馬川,37.494972,127.152784,2024-12-31
4126,언주,수도권  도시철도 9호선,Eonju,彦州,37.507287,127.033868,1900-01-00
4127,선정릉,수도권  도시철도 9호선,Seonjeongneung,宣靖陵,37.51028,127.0437593,1900-01-00
4128,삼성중앙,수도권  도시철도 9호선,Samseongjungang,三成中央,37.513011,127.053282,1900-01-00
4129,봉은사,수도권  도시철도 9호선,Bongeunsa,奉恩寺,37.514219,127.060245,1900-01-00
4130,종합운동장,수도권  도시철도 9호선,Sports Complex,?合???,37.511156,127.076917,1900-01-00
4131,삼전,수도권  도시철도 9호선,Samjeon,三田,37.504531,127.087211,
4132,석촌고분,수도권  도시철도 9호선,Seokchon Gobun,石村古?,37.502439,127.096611,
4133,석촌,수도권  도시철도 9호선,Seokchon,石村,37.505078,127.106944,1900-01-00
4134,송파나루,수도권  도시철도 9호선,Songpanaru,松坡渡口,37.51055,127.112451,
4135,한성백제,수도권  도시철도 9호선,Hanseong Baekje,?城百?,37.516369,127.116211,
4136,올림픽공원(한국체대),수도권  도시철도 9호선,Olympic Park,?林匹克公?(???育大?),37.516111,127.130333,
4137,둔촌오륜,수도권  도시철도 9호선,Dunchon Oryun,遁村五?,37.519339,127.138619,
4138,중앙보훈병원,수도권  도시철도 9호선,VHS Medical Center,中央???院,37.528807,127.148488,
4101,개화,서울 도시철도 9호선,Gaehwa,開花,37.578591,126.797833,2024-02-29
4102,김포공항,서울 도시철도 9호선,Gimpo Int'l Airport,金浦空港,37.562056,126.801633,2024-08-31
4103,공항시장,서울 도시철도 9호선,Airport Market,空港市場,37.563726,126.810678,2024-02-29
4104,신방화,서울 도시철도 9호선,Sinbanghwa,新傍花,37.5675,126.816667,2024-02-29
4105,마곡나루(서울식물원),서울 도시철도 9호선,Magongnaru(Seoul Botanic Park),麻谷나루,37.566717,126.8276071,2025-03-31
4106,양천향교,서울 도시철도 9호선,Yangcheon Hyanggyo,陽川鄕校,37.568333,126.841389,2024-02-29
4107,가양,서울 도시철도 9호선,Gayang,加陽,37.561111,126.855078,2024-02-29
4108,증미,서울 도시철도 9호선,Jeungmi,曾米,37.55785,126.861067,2024-02-29
4109,등촌,서울 도시철도 9호선,Deungchon,登村,37.551111,126.864722,2024-02-29
4110,염창,서울 도시철도 9호선,Yeomchang,鹽倉,37.546944,126.874722,2024-02-29
4111,신목동,서울 도시철도 9호선,Sinmokdong,新木洞,37.544167,126.883056,2024-02-29
4112,선유도,서울 도시철도 9호선,Seonyudo,仙遊島,37.537778,126.893889,2024-02-29
4113,당산,서울 도시철도 9호선,Dangsan,堂山,37.533844,126.902222,2025-09-30
4114,국회의사당,서울 도시철도 9호선,National Assembly,國會議事堂,37.528105,126.917874,2024-02-29
4115,여의도,서울 도시철도 9호선,Yeouido,汝矣島,37.521744,126.924167,2024-02-29
4116,샛강,서울 도시철도 9호선,Saetgang,?江,37.5173,126.9284,2024-08-31
4117,노량진,서울 도시철도 9호선,Noryangjin,鷺梁津,37.513667,126.940917,2024-02-29
4118,노들,서울 도시철도 9호선,Nodeul,?得,37.512726,126.953096,2024-08-31
4119,흑석(중앙대입구),서울 도시철도 9호선,Heukseok(Chung-Ang Univ.),黑石(中央大入口),37.508889,126.963611,2024-05-31
4120,동작(현충원),서울 도시철도 9호선,Dongjak(Seoul National Cemetery),銅雀(顯忠院),37.502878,126.978278,2024-05-31
4121,구반포,서울 도시철도 9호선,Gubanpo,舊盤浦,37.501389,126.987222,2024-02-29
4122,신반포,서울 도시철도 9호선,Sinbanpo,"新盤浦	",37.5035033,126.996044,2024-02-29
4123,고속터미널,서울 도시철도 9호선,Express Bus Terminal,高速巴士客?站?,37.505933,127.004044,2024-08-31
4124,사평,서울 도시철도 9호선,Sapyeong,砂平,37.504161,127.015219,2024-02-29
4125,신논현,서울 도시철도 9호선,Sinnonhyeon,新論峴,37.504444,127.024417,2024-02-29
S110,북한산우이,우이신설선,BukhansanUI,北漢山牛耳,37.66284,127.01272,2022-05-25
S111,솔밭공원,우이신설선,Solbat Park,松林公園,37.65607,127.01326,2022-05-25
S112,4.19민주묘지,우이신설선,April 19th National Cemetery,四一九民主墓地,37.64954,127.01371,2022-05-25
S113,가오리,우이신설선,Gaori,加五里,37.64162,127.01681,2022-05-25
S114,화계,우이신설선,Hwagye,華溪,37.63428,127.0175,2022-05-25
S115,삼양,우이신설선,Samyang,三陽,37.62706,127.01817,2022-05-25
S116,삼양사거리,우이신설선,Samyang Sageori,三陽四―驛,37.62144,127.02049,2022-05-25
S117,솔샘,우이신설선,Solsaem,松泉,37.62037,127.01357,2022-05-25
S118,북한산보국문,우이신설선,Bukhansan Bogungmun,北漢山輔國門,37.61233,127.00816,2022-05-25
S119,정릉,우이신설선,Jeongneung,貞陵,37.60278,127.01345,2022-12-08
S120,성신여대입구,우이신설선,Sungshin Women's Univ,誠信女大入口,37.59247,127.01656,2022-05-25
S121,보문,우이신설선,Bomun,普門,37.58551,127.01939,2022-05-25
S122,신설동,우이신설선,Sinseol-dong,新設洞,37.57659,127.023221,2022-05-25
U110,발곡,의정부,Balgok,?谷,37.726983,127.052889,2023-09-04
U111,회룡,의정부,Hoeryong,回?,37.72505255,127.0467864,2023-09-04
U112,범골,의정부,Beomgol,本果,37.7287279,127.0437202,2023-09-04
U113,경전철의정부,의정부,LRT Uijeongbu,???政府,37.73729974,127.043321,2023-09-04
U114,의정부시청,의정부,Uijeongbu City Hall,?政府市?,37.73924874,127.034854,2023-09-04
U115,흥선,의정부,Heungseon,?宣,37.74322487,127.0371765,2023-09-04
U117,의정부중앙,의정부,Uijeongbu Jung-ang,?政府中央,37.74371903,127.0496332,2023-09-04
U118,동오,의정부,Dong-o,?梧,37.74519123,127.05703,2023-09-04
U119,새말,의정부,Sae-mal,??,37.74889941,127.063869,2023-09-04
U120,경기도청북부청사,의정부,Northern Gyeonggi-do Government,京畿道北部?公?,37.75073213,127.0714795,2023-09-04
U121,효자,의정부,Hyoja,孝子,37.75398452,127.0773155,2023-09-04
U122,곤제,의정부,Gonjae,昆弟,37.75054343,127.0838651,2023-09-04
U123,어룡,의정부,Eoryong,??,37.74272184,127.0852045,2023-09-04
U124,송산,의정부,Songsan,松山,37.7371698,127.0872755,2023-09-04
U125,탑석,의정부,Tapseok,塔石,37.73355362,127.0889064,2023-09-04
101,인천국제공항역,자기부상철도,Incheon Airport Terminal 1 Station,仁川??机?第一航站?站,37.447222,126.4525,2023-06-01
102,장기주차장역,자기부상철도,Long Term Parking Station,?期停??站,37.44385,126.455671,2023-06-01
103,합동청사역,자기부상철도,Administration Complex Station,?合?公大?站,37.440519,126.458654,2023-06-01
104,파라다이스시티역,자기부상철도,Paradise City Station,百??斯城站,37.437217,126.459858,2023-06-01
105,워터파크역,자기부상철도,Water Park Station,水上??站,37.429227,126.434183,2023-06-01
106,용유역,자기부상철도,Yongyu Station,?游站,37.424805,126.423637,2023-06-01
3107,검단호수공원,인천지하철 1호선,Geomdan Lake Park,黔丹湖水公園,37.6025,126.688056,2025-06-30
3108,신검단중앙,인천지하철 1호선,Singeomdanjungang,新黔丹中央,37.6026,126.698611,2025-06-30
3109,"아라(북부법원, 검찰청)",인천지하철 1호선,Ara(Northern District Court?Prosecutors' Office),아라(北部法院?檢察廳),37.592222,126.713333,2025-06-30
3110,계양,인천지하철 1호선,Gyeyang,桂陽,37.571539,126.736319,2022-04-30
3111,귤현,인천지하철 1호선,Gyulhyeon,橘峴,37.566362,126.742498,2022-04-30
3112,박촌,인천지하철 1호선,Bakchon,朴村,37.553525,126.744946,2022-04-30
3113,임학,인천지하철 1호선,Imhak,林鶴,37.545058,126.738642,2022-04-30
3114,계산,인천지하철 1호선,Gyesan,桂山,37.543243,126.728436,2022-04-30
3115,경인교대입구,인천지하철 1호선,Gyeongin Nat'l Univ of Education,京仁敎大入口,37.538272,126.722603,2022-04-30
3116,작전,인천지하철 1호선,Jakjeon,鵲田,37.530271,126.722548,2022-04-30
3117,갈산,인천지하철 1호선,Galsan,葛山,37.517124,126.721566,2022-04-30
3118,부평구청,인천지하철 1호선,Bupyeong-gu Office,富平區廳,37.508768,126.720547,2022-04-30
3119,부평시장,인천지하철 1호선,Bupyeong Market,富平市場,37.498495,126.722282,2022-04-30
3120,부평,인천지하철 1호선,Bupyeong,富平,37.490541,126.723437,2022-04-30
3121,동수,인천지하철 1호선,Dongsu,東樹,37.485409,126.718464,2022-04-30
3122,부평삼거리,인천지하철 1호선,Bupyeongsamgeori,富平三거리,37.478267,126.710494,2022-04-30
3123,간석오거리,인천지하철 1호선,Ganseogogeori,間石五거리,37.466921,126.707861,2022-04-30
3124,인천시청,인천지하철 1호선,Incheon City Hall,仁川市廳,37.457615,126.702216,2022-04-30
3125,예술회관,인천지하철 1호선,Arts Center,藝術會館,37.449334,126.700991,2022-04-30
3126,인천터미널,인천지하철 1호선,Incheon Bus Terminal,仁川터미널,37.441917,126.699727,2022-04-30
3127,문학경기장,인천지하철 1호선,Munhak Sports Complex,文鶴競技場,37.434964,126.698373,2022-04-30
3128,선학,인천지하철 1호선,Seonhak,仙鶴,37.426985,126.698872,2022-04-30
3129,신연수,인천지하철 1호선,Sinyeonsu,新延壽,37.418032,126.693853,2022-04-30
3130,원인재,인천지하철 1호선,Woninjae,源仁齋,37.412364,126.687893,2022-04-30
3131,동춘,인천지하철 1호선,Dongchun,東春,37.404676,126.680835,2022-04-30
3132,동막,인천지하철 1호선,Dongmak,東幕,37.398173,126.673561,2022-04-30
3133,캠퍼스타운,인천지하철 1호선,Campus Town,-,37.388209,126.661985,2022-04-30
3134,테크노파크,인천지하철 1호선,Technopark,-,37.382311,126.656355,2022-04-30
3135,지식정보단지,인천지하철 1호선,BIT Zone,知識情報團地,37.378021,126.645412,2022-04-30
3136,인천대입구,인천지하철 1호선,Incheon National University,仁川大入口,37.386239,126.639351,2022-04-30
3137,센트럴파크,인천지하철 1호선,Central Park,-,37.392833,126.635002,2022-04-30
3138,국제업무지구,인천지하철 1호선,Int'l Business District,國際業務地區,37.400421,126.630105,2022-04-30
3139,송도달빛축제공원,인천지하철 1호선,Songdo Moonlight Festival Park,松島달빛祝祭公園,37.40687495,126.6260537,2022-04-30
3201,검단오류,인천지하철 2호선,Geomdan Oryu,黔丹梧柳,37.5950162,126.62801,2022-04-30
3202,왕길,인천지하철 2호선,Wanggil,旺吉,37.5950191,126.642284,2022-04-30
3203,검단사거리,인천지하철 2호선,Geomdan Sageori,黔丹十字路口,37.601693,126.656545,2022-04-30
3204,마전,인천지하철 2호선,Majeon,麻田,37.597756,126.667195,2022-04-30
3205,완정,인천지하철 2호선,Wanjeong,完井,37.592867,126.672961,2022-04-30
3206,독정,인천지하철 2호선,Dokjeong,篤亭,37.584927,126.675981,2022-04-30
3207,검암,인천지하철 2호선,Geomam,黔岩,37.568611,126.675682,2022-04-30
3208,검바위,인천지하철 2호선,Geombawi,黔石,37.561091,126.677529,2022-04-30
3209,아시아드경기장,인천지하철 2호선,Asiad Stadium,亞運會賽場,37.551373,126.677075,2022-04-30
3210,서구청,인천지하철 2호선,Seo-gu Office,西區廳,37.543839,126.676795,2022-04-30
3211,가정(루원시티),인천지하철 2호선,Gajeong,佳亭,37.524805,126.675387,2022-04-30
3212,가정중앙시장,인천지하철 2호선,Gajeong Jungang Market,佳亭中央市場,37.517511,126.676784,2022-04-30
3213,석남(거북시장),인천지하철 2호선,Seongnam(Geobuk Market),石南(거북市場),37.507211,126.676304,2022-04-30
3214,서부여성회관,인천지하철 2호선,West Woman’s Community Center,西部女性會館,37.500298,126.675875,2022-04-30
3215,인천가좌,인천지하철 2호선,Incheon Gajwa,仁川佳佐,37.489962,126.675284,2022-04-30
3216,가재울,인천지하철 2호선,Gajaeul,伽岾溪,37.484152,126.683883,2022-04-30
3217,주안국가산단,인천지하철 2호선,Juan National Industrial Complex,朱安國家産團,37.473599,126.681102,2022-04-30
3218,주안,인천지하철 2호선,Juan,朱安,37.465234,126.679041,2022-04-30
3219,시민공원,인천지하철 2호선,Citizens Park,市民公園,37.458339,126.6810091,2022-04-30
3220,석바위시장,인천지하철 2호선,Seokbawi Market,石岩市場,37.457659,126.692387,2022-04-30
3221,인천시청,인천지하철 2호선,Incheon City Hall,仁川市廳,37.456904,126.701523,2022-04-30
3222,석천사거리,인천지하철 2호선,Seokcheon Sageori,石泉十字路口,37.4569323,126.710383,2022-04-30
3223,모래내시장,인천지하철 2호선,Moraenae Market,沙丘市場,37.455842,126.719578,2022-04-30
3224,만수,인천지하철 2호선,Mansu,万壽,37.454962,126.731764,2022-04-30
3225,남동구청,인천지하철 2호선,Namdong-gu Office,南洞區廳,37.448179,126.736581,2022-04-30
3226,인천대공원,인천지하철 2호선,Incheon Grand Park,仁川大公園,37.448475,126.753051,2022-04-30
3227,운연,인천지하철 2호선,Unyeon,云宴,37.439533,126.759609,2022-04-30
3753,까치울,도시철도 7호선,Kkachiul,-,37.506236,126.81095,2022-04-30
3754,부천종합운동장,도시철도 7호선,Bucheon Stadium,富川綜合運動場,37.505381,126.79735,2022-04-30
3755,춘의,도시철도 7호선,Chunui,春衣,37.50365,126.787069,2022-04-30
3756,신중동,도시철도 7호선,Sinjung-dong,新中洞,37.503081,126.776161,2022-04-30
3757,부천시청,도시철도 7호선,Bucheon City Hall,富川市廳,37.504611,126.763561,2022-04-30
3758,상동,도시철도 7호선,Sang-dong,上洞,37.505769,126.753081,2022-04-30
3759,삼산체육관,도시철도 7호선,Samsan Gymnasium,三山體育館,37.506431,126.742081,2022-04-30
3760,굴포천,도시철도 7호선,Gulpocheon,掘浦川,37.50695,126.731481,2022-04-30
3761,부평구청,도시철도 7호선,Bupyeong-gu office,富平區廳,37.507523,126.721356,2022-04-30
3762,산곡,도시철도 7호선,Sangok,山谷,37.508547,126.70351,2022-04-30
3763,석남(거북시장),도시철도 7호선,Seongnam(Geobuk Market),石南(거북市場),37.506208,126.676213,2022-04-30
1002,남영역,경부선,Namyeong,南 營,37.540597,126.971171,2025-04-08
1003,용산역,경부선,Yongsan,龍 山,37.52989,126.964775,2025-04-08
1003,용산역,경원선,Yongsan,龍 山,37.52989,126.964775,2025-04-08
1004,노량진역,경부선,Noryangjin,鷺梁津,37.514072,126.941671,2025-04-08
1005,대방역,경부선,Daebang,大 方,37.513392,126.926407,2025-04-08
1006,영등포역,경부선,Yeongdeungpo,永登浦,37.515756,126.907411,2025-04-08
1007,신도림역,경부선,Sindorim,新道林,37.508983,126.891513,2025-04-08
1008,이촌역,경원선,Ichon,二 村,37.522476,126.973816,2025-04-08
1009,서빙고역,경원선,Seobinggo,西氷庫,37.51961,126.988358,2025-04-08
1010,한남역,경원선,Hannam,漢 南,37.529361,127.008984,2025-04-08
1011,옥수역,경원선,Oksu,玉 水,37.540514,127.018698,2025-04-08
1012,응봉역,경원선,Eungbong,鷹 峰,37.550433,127.034824,2025-04-08
1013,왕십리역,경원선,Wangsimni,往十里,37.561728,127.038405,2025-04-08
1013,왕십리역,분당선,Wangsimni,往十里,37.5610128,127.038705,2025-04-08
1014,청량리역,경원선,Cheongnyangni,淸凉里,37.580543,127.048077,2025-04-08
