역번호,역사명,노선명,영문역사명,한자역사명,역위도,역경도,데이터기준일자
1014,청량리역,경의중앙선,Cheongnyangni,淸凉里,37.580043,127.047588,2025-04-08
1015,회기역,경원선,Hoegi,回 基,37.589602,127.057936,2025-04-08
1015,회기역,경의중앙선,Hoegi,回 基,37.589802,127.057936,2025-04-08
1016,외대앞역,경원선,Hankuk Univ. of Foreign Studies,外大앞,37.596157,127.063572,2025-04-08
1017,신이문역,경원선,Sinimun,新里門,37.601829,127.067347,2025-04-08
1018,석계역,경원선,Seokgye,石 溪,37.615206,127.065594,2025-04-08
1019,광운대역,경원선,Kwangwoon Univ.,光云大,37.62357,127.06181,2025-04-08
1019,광운대역,경의중앙선,Kwangwoon Univ.,光云大,37.6239,127.062,2025-04-08
1019,광운대역,경춘선,Kwangwoon Univ.,光云大,37.623635,127.061975,2025-12-31
1020,월계역,경원선,Wolgye,月 溪,37.633114,127.058835,2025-04-08
1021,녹천역,경원선,Nokcheon,鹿 川,37.644599,127.051406,2025-04-08
1022,창동역,경원선,Chang-dong,倉 洞,37.653181,127.047663,2025-04-08
1023,선릉역,분당선,Seolleung,宣 陵,37.504479,127.048941,2025-04-08
1024,한티역,분당선,Hanti,한티,37.496208,127.052883,2025-04-08
1025,도곡역,분당선,Dogok,道 谷,37.490914,127.055393,2025-04-08
1026,구룡역,분당선,Guryong,九 龍,37.486985,127.059496,2025-04-08
1027,개포동역,분당선,Gaepo-dong,開 浦 洞,37.489112,127.066027,2025-04-08
1028,대모산입구역,분당선,Daemosan,大 母 山入 口,37.491347,127.072702,2025-04-08
1030,수서역,분당선,Suseo,水 西,37.487633,127.101118,2025-04-08
1031,복정역,분당선,Bokjeong,福 井,37.469753,127.126627,2025-04-08
1032,신길역,경부선,Singil,新 吉,37.517018,126.917743,2025-04-08
1201,중랑역,경의중앙선,Jungnang,中 浪,37.594948,127.076152,2025-04-08
1201,중랑역,경춘선,Jungnang,中 浪,37.594948,127.076152,2025-12-31
1202,상봉역,경의중앙선,Sangbong,上鳳,37.596754,127.085553,2025-04-08
1202,상봉역,경춘선,Sangbong,上鳳,37.595254,127.085853,2025-12-31
1203,망우역,경의중앙선,Mangu,忘 憂,37.599288,127.092318,2025-04-08
1203,망우역,경춘선,Mangu,忘 憂,37.599988,127.092031,2025-04-08
1204,양원역,경의중앙선,Yangwon,養 源,36.963729,129.091321,2025-04-08
1205,구리역,경의중앙선,Guri,九 里,37.60326,127.143373,2025-04-08
1206,도농역,경의중앙선,Donong,陶 農,37.608756,127.161105,2025-04-08
1207,양정역,경의중앙선,Yangjeong,養 正,37.604269,127.194602,2025-04-08
1208,덕소역,경의중앙선,Deokso,德 沼,37.586892,127.208835,2025-04-08
1209,도심역,경의중앙선,Dosim,陶 深,37.579628,127.222798,2025-04-08
1210,팔당역,경의중앙선,Paldang,八 堂,37.547321,127.243896,2025-04-08
1211,운길산역,경의중앙선,Ungilsan,蕓吉山,37.554659,127.310089,2025-04-08
1212,양수역,경의중앙선,Yangsu,兩 水,37.545998,127.328948,2025-04-08
1213,신원역,경의중앙선,Sinwon,新 院,37.525921,127.372745,2025-04-08
1214,국수역,경의중앙선,Guksu,菊 秀,37.516171,127.399402,2025-04-08
1215,아신역,경의중앙선,Asin,我 新,37.513954,127.443238,2025-04-08
1216,오빈역,경의중앙선,Obin,梧濱,37.506061,127.474053,2025-04-08
1217,양평역,경의중앙선,Yangpyeong,楊 平,37.492674,127.491858,2025-04-08
1218,원덕역,경의중앙선,Wondeok,元 德,37.468585,127.547468,2025-04-08
1219,용문역,경의중앙선,Yongmun,龍 門,37.482085,127.594251,2025-04-08
1220,지평역,경의중앙선,jipyeong,砥平,37.476496,127.629681,2025-04-08
1251,서울역(경의선),경의중앙선,Seoul station,서울(驛),37.556713,126.971387,2025-04-08
1252,신촌역,경의중앙선,Sinchon,新 村,37.559768,126.942308,2025-04-08
1261,효창공원앞역,경의중앙선,hyochang park,孝昌公圓,37.538789,126.962339,2025-04-08
1262,공덕역,경의중앙선,Gongdeok,孔德,37.542711,126.952134,2025-04-08
1263,서강대역,경의중앙선,Sogang Univ,西江大,37.552132,126.935389,2025-04-08
1264,홍대입구역,경의중앙선,Hongik Univ.,弘大入口,37.55758,126.926833,2025-04-08
1265,가좌역,경의중앙선,Gajwa,加 佐,37.568611,126.914841,2025-04-08
1266,디지털미디어시티역,경의중앙선,Digital Media City,디지털미디어시티,37.577964,126.900421,2025-04-08
1267,수색역,경의중앙선,Susaek,水 色,37.580855,126.895681,2025-04-08
1268,한국항공대,경의중앙선,Korea Aerospace Univ.,韓國航空大,37.603102,126.868291,2025-04-08
1269,강매역,경의중앙선,Gangmae,江 梅,37.612396,126.844537,2025-04-08
1270,행신역,경의중앙선,Haengsin,幸 信,37.612125,126.834063,2025-04-08
1271,능곡역,경의중앙선,Neunggok,陵 谷,37.618741,126.82089,2025-04-08
1271,능곡역,서해선,Neunggok,陵 谷,37.618741,126.8206,2025-04-08
1272,곡산역,경의중앙선,Goksan,谷 山,37.645729,126.801877,2025-04-08
1272,곡산역,서해선,Goksan,谷山,37.645729,126.801877,2024-12-31
1273,백마역,경의중앙선,Baengma,白 馬,37.658346,126.794401,2025-04-08
1273,백마역,서해선,Baengma,白馬,37.658346,126.794401,2024-12-31
1274,풍산역,경의중앙선,Pungsan,楓山,37.672173,126.786355,2025-04-08
1274,풍산역,서해선,Pungsan,楓山,37.672173,126.786355,2024-12-31
1275,일산역,경의중앙선,Ilsan,一 山,37.682231,126.769521,2025-04-08
1275,일산역,서해선,Ilsan,一山,37.682231,126.769521,2024-12-31
1276,탄현역,경의중앙선,Tanhyeon,炭 峴,37.694114,126.761075,2025-04-08
1277,야당역,경의중앙선,Yadang,野塘,37.712749,126.761535,2025-04-08
1278,운정역,경의중앙선,Unjeong,雲 井,37.725441,126.767076,2025-04-08
1279,금릉역,경의중앙선,Geumneung,金 陵,37.751295,126.765401,2025-04-08
1280,금촌역,경의중앙선,Geumchon,金 村,37.766106,126.774515,2025-04-08
1282,월롱역,경의중앙선,Wollong,月 籠,37.796201,126.792574,2025-04-08
1283,파주역,경의중앙선,Paju,坡 州,37.815391,126.792426,2025-04-08
1284,문산역,경의중앙선,Munsan,文山,37.854565,126.787531,2025-04-08
1285,임진강역,경의중앙선,Imjingang,臨津江,37.888364,126.746777,2025-04-08
1286,운천역,경의중앙선,Uncheon,雲泉,37.880008,126.769713,2025-04-08
1311,신내역,경춘선,Sinnae,新 內,37.612855,127.103277,2025-04-08
1312,갈매역,경춘선,Galmae,葛 梅,37.634135,127.114803,2025-04-08
1313,별내역,경춘선,Byeollae,別 內,37.642221,127.127208,2025-04-08
1314,퇴계원역,경춘선,Toegyewon,退溪院,37.648316,127.143858,2025-04-08
1315,사릉역,경춘선,Sareung,思 陵,37.651145,127.176839,2025-04-08
1316,금곡역,경춘선,Geumgok,金 谷,37.637414,127.207931,2025-04-08
1317,평내호평역,경춘선,PyeongnaeHopyeong,坪內好坪,37.653229,127.244452,2025-04-08
1318,천마산역,경춘선,Cheonmasan,天摩山,37.658995,127.285731,2025-04-08
1319,마석역,경춘선,Maseok,磨 石,37.652328,127.311713,2025-04-08
1320,대성리역,경춘선,Daeseong-ri,大成里,37.683909,127.379165,2025-04-08
1321,청평역,경춘선,Cheongpyeong,淸 平,37.735484,127.426541,2025-04-08
1322,상천역,경춘선,Sangcheon,上 泉,37.770305,127.4542,2025-04-08
1323,가평역,경춘선,Gapyeong,加 平,37.814515,127.510693,2025-04-08
1324,굴봉산역,경춘선,Gulbongsan,屈峰山,37.832086,127.557732,2025-04-08
1325,백양리역,경춘선,Baegyang-ri,白楊里,37.830881,127.589085,2025-04-08
1326,강촌역,경춘선,Gangchon,江 村,37.805728,127.634054,2025-04-08
1327,김유정역,경춘선,Gimyujeong,金裕貞,37.818475,127.714302,2025-04-08
1328,남춘천역,경춘선,Namchuncheon,南春川,37.864071,127.723761,2025-04-08
1329,춘천역,경춘선,Chuncheon,春 川,37.884391,127.716603,2025-04-08
1401,봉명역,장항선,Bongmyeong,鳳鳴,36.801578,127.136319,2025-04-08
1402,쌍용(나사렛대)역,장항선,Ssangyong(Korea Nazarene Univ.),雙龍(拿撒勒大),36.793745,127.121363,2025-04-08
1403,아산역,장항선,Asan,牙 山,36.792195,127.104384,2025-04-08
1404,탕정역,장항선,Tangjeong,湯井,36.788272,127.084446,2025-04-08
1405,배방역,장항선,Baebang,排 芳,36.777541,127.052751,2025-04-08
1407,온양온천역,장항선,Onyangoncheon,溫陽溫泉,36.780419,127.003707,2025-04-08
1408,신창(순천향대)역,장항선,Sinchang (Soonchunhyang Univ.),新昌,36.769213,126.950129,2025-04-08
1450,선바위역,안산과천선,Seonbawi,선바위,37.451854,127.002164,2025-04-08
1451,경마공원역,안산과천선,Seoul Racecourse park,競 馬公 園,37.443987,127.007899,2025-04-08
1452,대공원역,안산과천선,Seoul Grand park,大公園,37.435724,127.006474,2025-04-08
1453,과천역,안산과천선,Gwacheon,果 川,37.432805,126.996404,2025-04-08
1454,정부과천청사역,안산과천선,Government Complex Gwacheon,政府果川廳舍,37.426445,126.989802,2025-04-08
1455,인덕원역,안산과천선,Indeogwon,仁德院,37.401901,126.976718,2025-04-08
1456,평촌역,안산과천선,Pyeongchon,坪 村,37.394346,126.963881,2025-04-08
1457,범계역,안산과천선,Beomgye,범계,37.389783,126.950752,2025-04-08
1501,판교역,경강선,Pangyo,板橋,37.394798,127.111135,2025-04-08
1502,이매역,경강선,Imae,二梅,37.394736,127.127048,2025-04-08
1503,삼동역,경강선,Samdong,三洞,37.408731,127.203447,2025-04-08
1504,경기광주역,경강선,GyeonggiGwangju,京畿廣州,37.398974,127.253201,2025-04-08
1505,초월역,경강선,Chowol,草月,37.373389,127.299996,2025-04-08
1506,곤지암역,경강선,Gonjiam,昆地岩,37.350525,127.346186,2025-04-08
1507,신둔도예촌역,경강선,Sindundoyechon,新屯陶藝村,37.315499,127.405251,2025-04-08
1508,이천역,경강선,Icheon,利川,37.264222,127.442135,2025-04-08
1509,부발역,경강선,Bubal,夫鉢,37.260411,127.490303,2025-04-08
1510,세종대왕릉역,경강선,Sejongdaewangneung,世宗大王陵,37.293636,127.570764,2025-04-08
1511,여주역,경강선,Yeoju,驪州,37.282881,127.628571,2025-04-08
1512,성남역,경강선,Seongnam,城南,37.394709,127.11949,2025-04-08
1701,구로역,경부선,Guro,九 老,37.503178,126.882037,2025-04-08
1702,가산디지털단지역,경부선,Gasan Digital Complex,加山디지털團地,37.481568,126.882628,2025-04-08
1703,금천구청역,경부선,Geumcheon-gu Office,衿川區廳,37.45576,126.894344,2025-04-08
1704,석수역,경부선,Seoksu,石 水,37.435161,126.902233,2025-04-08
1705,관악역,경부선,Gwanak,冠 岳,37.419578,126.908476,2025-04-08
1706,안양역,경부선,Anyang,安 養,37.401929,126.922647,2025-04-08
1707,명학역,경부선,Myeonghak,鳴 鶴,37.384435,126.935579,2025-04-08
1708,금정역,경부선,Geumjeong,衿 井,37.371957,126.943411,2025-04-08
1708,금정역,안산과천선,Geumjeong,衿 井,37.371957,126.943611,2025-04-08
1709,군포역,경부선,Gunpo,軍 浦,37.353732,126.948517,2025-04-08
1710,의왕역,경부선,Uiwang,義 王,37.320648,126.948099,2025-04-08
1711,성균관대역,경부선,Sungkyunkwan Univ.,成 均 館 大,37.300344,126.970861,2025-04-08
1712,화서역,경부선,Hwaseo,華 西,37.28399,126.989581,2025-04-08
1713,수원역,경부선,Suwon,水 原,37.266162,126.999821,2025-04-08
1714,독산역,경부선,Doksan,禿 山,37.465994,126.889508,2025-04-08
1715,세류역,경부선,Seryu,細 柳,37.244102,127.013772,2025-04-08
1716,병점역,경부선,Byeongjeom,餠 店,37.206821,127.033268,2025-04-08
1717,세마역,경부선,Sema,洗 馬,37.187288,127.043279,2025-04-08
1718,오산대역,경부선,Osan College,烏山大,37.169401,127.063081,2025-04-08
1719,오산역,경부선,Osan,烏 山,37.145472,127.066708,2025-04-08
1720,진위역,경부선,Jinwi,振 威,37.109771,127.062342,2025-04-08
1721,송탄역,경부선,Songtan,松 炭,37.075376,127.054397,2025-04-08
1722,서정리역,경부선,Seojeong-ri,西井里,37.056459,127.052844,2025-04-08
1723,평택지제역,경부선,PyeongtaekJije,平澤芝制,37.018822,127.070269,2025-04-08
1724,평택역,경부선,Pyeongtaek,平 澤,36.990559,127.085496,2025-04-08
1725,성환역,경부선,Seonghwan,成 歡,36.915781,127.127007,2025-04-08
1726,직산역,경부선,Jiksan,稷 山,36.870921,127.143774,2025-04-08
1727,두정역,경부선,Dujeong,斗 井,36.833791,127.148905,2025-04-08
1728,천안역,경부선,Cheonan,天 安,36.810238,127.146417,2025-04-08
1729,당정역,경부선,Dangjeong,當井,37.34338,126.948388,2025-04-08
1749,서동탄역,경부선,Seodongtan,西東灘,37.195675,127.051893,2025-04-08
1750,광명역,경부선,Gwangmyeong,光 明,37.415995,126.884523,2025-04-08
1751,산본역,안산과천선,Sanbon,山 本,37.358019,126.932969,2025-04-08
1752,대야미역,안산과천선,Daeyami,大夜味,37.328304,126.917161,2025-04-08
1753,반월역,안산과천선,Banwol,半 月,37.312244,126.903684,2025-04-08
1754,상록수역,안산과천선,Sangnoksu,常綠樹,37.302845,126.866533,2025-04-08
1755,한대앞역,수인선,Hangyang Univ. at Ansan,漢大앞,37.309985,126.853506,2025-04-08
1755,한대앞역,안산과천선,Hanyang Univ. at Ansan,漢大앞,37.309685,126.853656,2025-04-08
1756,중앙역,수인선,Jungang,中央,37.316055,126.838532,2025-04-08
1756,중앙역,안산과천선,Jungang,中 央,37.316055,126.838532,2025-04-08
1757,고잔역,수인선,Gojan,古棧,37.316821,126.823094,2025-04-08
1757,고잔역,안산과천선,Gojan,古 棧,37.316821,126.823094,2025-04-08
1758,초지역,수인선,Choji,草芝,37.320583,126.806151,2025-04-08
1758,초지역,안산과천선,Choji,草芝,37.320583,126.806151,2025-04-08
1759,안산역,수인선,Ansan,安山,37.327006,126.788748,2025-04-08
1759,안산역,안산과천선,Ansan,安 山,37.327006,126.788748,2025-04-08
1760,능길역,수인선,Neunggil,陵道,37.337488,126.767306,2025-04-08
1760,능길역,안산과천선,Neunggil,陵道,37.337488,126.767306,2025-04-08
1761,정왕역,수인선,Jeongwang,正往,37.351816,126.742844,2025-04-08
1761,정왕역,안산과천선,Jeongwang,正 往,37.351816,126.742844,2025-04-08
1762,오이도역,수인선,Oido,烏耳島,37.361773,126.738437,2025-04-08
1762,오이도역,안산과천선,Oido,烏耳島,37.361773,126.738437,2025-04-08
1763,수리산역,안산과천선,Surisan,修理山,37.350297,126.925537,2025-04-08
1801,개봉역,경인선,Gaebong,開峰,37.494698,126.858504,2025-04-08
1802,오류동역,경인선,Oryu-dong,梧柳洞,37.4944,126.844551,2025-04-08
1803,역곡역,경인선,Yeokgok,驛 谷,37.48514,126.811622,2025-04-08
1804,부천역,경인선,Bucheon,富 川,37.484066,126.782779,2025-04-08
1805,송내역,경인선,Songnae,松 內,37.487626,126.753045,2025-04-08
1806,부평역,경인선,Bupyeong,富 平,37.489457,126.724584,2025-04-08
1807,백운역,경인선,Baegun,白 雲,37.483301,126.707179,2025-04-08
1808,동암역,경인선,Dongam,銅 岩,37.470835,126.703016,2025-04-08
1809,주안역,경인선,Juan,朱 安,37.465041,126.680702,2025-04-08
1809,주안역,경인선,Juan,朱 安,37.465041,126.680702,2025-12-31
1810,제물포역,경인선,Jemulpo,濟物浦,37.466809,126.657165,2025-04-08
1811,동인천역,경인선,Dongincheon,東仁川,37.475414,126.632598,2025-04-08
1812,인천역,경인선,Incheon,仁 川,37.476364,126.616936,2025-04-08
1813,구일역,경인선,Guil,九 一,37.495973,126.869201,2025-04-08
1815,부개역,경인선,Bugae,富 開,37.488479,126.740549,2025-04-08
1816,간석역,경인선,Ganseok,間 石,37.464689,126.693408,2025-04-08
1817,도원역,경인선,Dowon,桃 源,37.468604,126.642824,2025-04-08
1821,온수역,경인선,Onsu,溫 水,37.492267,126.823399,2025-04-08
1822,중동역,경인선,Jung-dong,中 洞,37.486664,126.764474,2025-04-08
1823,도화역,경인선,Dohwa,道 禾,37.466154,126.66846,2025-04-08
1846,수원역(분당),분당선,Suwon,水 原,37.266162,127.000082,2025-04-08
1847,서울숲역,분당선,Seoul-forest,서울숲,37.543647,127.044686,2025-04-08
1848,압구정로데오역,분당선,Apgujeongrodeo,押鷗亭로데오,37.527385,127.040555,2025-04-08
1849,강남구청역,분당선,Gangnam-Gu Office,江南區廳,37.516572,127.041575,2025-04-08
1850,선정릉역,분당선,Seonjeongneung,宣?陵,37.510775,127.043717,2025-04-08
1851,가천대역,분당선,Gachon Univ.,嘉泉大,37.448784,127.126677,2025-04-08
1852,태평역,분당선,Taepyeong,太 平,37.439842,127.127746,2025-04-08
1853,모란역,분당선,Moran,牡 丹,37.432124,127.129064,2025-04-08
1854,야탑역,분당선,Yatap,野 塔,37.41132,127.128661,2025-04-08
1855,서현역,분당선,Seohyeon,書 峴,37.384931,127.123249,2025-04-08
1856,수내역,분당선,Sunae,藪 內,37.378435,127.114216,2025-04-08
1857,정자역,분당선,Jeongja,亭 子,37.366037,127.108091,2025-04-08
1858,미금역,분당선,Migeum,美 金,37.350078,127.108952,2025-04-08
1859,오리역,분당선,Ori,梧 里,37.339832,127.108985,2025-04-08
1860,이매역,분당선,Imae,二 梅,37.395846,127.128272,2025-04-08
1861,보정역,분당선,Bojeong,寶 亭,37.31274,127.108219,2025-04-08
1862,죽전역,분당선,Jukjeon,竹 田,37.324575,127.107385,2025-04-08
1863,구성역,분당선,Guseong,駒 城,37.299013,127.105664,2025-04-08
1864,신갈역,분당선,Singal,新 葛,37.286127,127.111311,2025-04-08
1865,기흥역,분당선,Giheung,器 興,37.275657,127.115944,2025-04-08
1866,상갈역,분당선,Sanggal,上 葛,37.261797,127.108718,2025-04-08
1867,청명역,분당선,Cheongmyeong,淸 明,37.259485,127.078945,2025-04-08
1868,영통역,분당선,Yeongtong,靈 通,37.251521,127.071341,2025-04-08
1869,망포역,분당선,Mangpo,網 浦,37.245793,127.057367,2025-04-08
1870,매탄권선역,분당선,Maetan Gwonseon,梅灘勸善,37.252458,127.040824,2025-04-08
1871,수원시청역,분당선,Suwon City Hall,水原市廳,37.261941,127.030736,2025-04-08
1872,매교역,분당선,Maegyo,梅橋,37.265502,127.015657,2025-04-08
1873,고색역,수인선,Gosaek,古索,37.249829,126.9805899,2025-04-08
1874,오목천역,수인선,Omokcheon,梧木川,37.243011,126.9636354,2025-04-08
1875,어천역,수인선,Eocheon,漁川,37.250076,126.908805,2025-04-08
1876,야목역,수인선,Yamok,野牧,37.261211,126.884029,2025-04-08
1877,사리역,수인선,Sari,四理,37.290809,126.857172,2025-04-08
1878,달월역,수인선,Darwol,達月,37.379993,126.745431,2025-04-08
1879,월곶역,수인선,Wolgot,月串,37.39189,126.742741,2025-04-08
1880,소래포구역,수인선,Soraepogu,蘇萊浦口,37.400963,126.733533,2025-04-08
1881,인천논현역,수인선,Incheon Nonhyeon,仁川論峴,37.400641,126.722495,2025-04-08
1882,호구포역,수인선,Hogupo,虎口浦,37.401622,126.708682,2025-04-08
1883,남동인더스파크역,수인선,Namdong Induspark,南洞産業團地,37.407668,126.695613,2025-04-08
1884,원인재역,수인선,Woninjae,源仁齋,37.412921,126.686952,2025-04-08
1885,연수역,수인선,Yeonsu,延壽,37.417769,126.678991,2025-04-08
1886,송도역,수인선,Songdo,松島,37.429714,126.654486,2025-04-08
1888,인하대역,수인선,Inha Univ.,仁荷大,37.448191,126.649832,2025-04-08
1889,숭의역,수인선,Sungui,崇 義,37.460891,126.638035,2025-04-08
1890,신포역,수인선,Sinpo,新 浦,37.468442,126.624509,2025-04-08
1891,인천역,수인선,Incheon,仁川,37.476364,126.6174236,2025-04-08
1901,방학역,경원선,Banghak,放 鶴,37.667471,127.044295,2025-04-08
1902,도봉역,경원선,Dobong,道 峰,37.679441,127.045521,2025-04-08
1903,도봉산역,경원선,Dobongsan,道峰山,37.689603,127.046047,2025-04-08
1904,망월사역,경원선,Mangwolsa,望月寺,37.710499,127.047361,2025-04-08
1905,회룡역,경원선,Hoeryong,回 龍,37.724037,127.047319,2025-04-08
1906,의정부역,경원선,Uijeongbu,議政府,37.73873,127.045891,2025-04-08
1907,가능역,경원선,Ganeung,佳 陵,37.748362,127.044251,2025-04-08
1908,녹양역,경원선,Nogyang,綠 楊,37.759416,127.042272,2025-04-08
1909,양주역,경원선,Yangju,楊州,37.774281,127.044719,2025-04-08
1910,덕계역,경원선,Deokgye,德溪,37.818761,127.056676,2025-04-08
1911,덕정역,경원선,Deokjeong,德亭,37.843216,127.061511,2025-04-08
1912,지행역,경원선,Jihaeng,紙杏,37.892361,127.055734,2025-04-08
1913,동두천중앙역,경원선,Dongducheon jungang,東豆川中央,37.901818,127.056528,2025-04-08
1914,보산역,경원선,Bosan,保 山,37.914268,127.057134,2025-04-08
1915,동두천역,경원선,Dongducheon,東豆川,37.927569,127.054825,2025-04-08
1916,소요산역,경원선,Soyosan,逍遙山,37.948608,127.061007,2025-04-08
1917,청산역,경원선,Cheongsan,靑山,37.995138,127.074097,2025-04-08
1918,전곡역,경원선,Jeongok,全谷,38.024041,127.071913,2025-04-08
1919,연천역,경원선,Yeoncheon,蓮川,38.100485,127.07368,2025-04-08
1948,원흥역,일산선,Wonheung,元興,37.650709,126.873239,2025-04-08
1949,지축역,일산선,Jichuk,紙杻,37.648114,126.913746,2025-12-31
1950,삼송역,일산선,Samsong,三 松,37.653096,126.895559,2025-04-08
1951,원당역,일산선,Wondang,元 堂,37.653103,126.842891,2025-04-08
1952,화정역,일산선,Hwajeong,花 井,37.634708,126.832503,2025-04-08
1953,대곡역,경의중앙선,Daegok,大 谷,37.631629,126.810225,2025-04-08
1953,대곡역,서해선,Daegok,大 谷,37.631629,126.809802,2025-04-08
1953,대곡역,일산선,Daegok,大 谷,37.631629,126.811025,2025-04-08
1954,백석역,일산선,Baekseok,白 石,37.642973,126.788109,2025-04-08
1955,마두역,일산선,Madu,馬 頭,37.652185,126.777641,2025-04-08
1956,정발산역,일산선,Jeongbalsan,鼎鉢山,37.659709,126.773254,2025-04-08
1957,주엽역,일산선,Juyeop,注 葉,37.670138,126.761232,2025-04-08
1958,대화역,일산선,Daehwa,大 化,37.675883,126.747756,2025-04-08
1980,김포공항역,서해선,Gimpo Int'l Airport,金浦空港,37.5621179,126.804056,2025-04-08
1981,원종역,서해선,Wonjong,遠宗,37.5240628,126.8048386,2025-04-08
1982,부천종합운동장역,서해선,Bucheon Stadium,富川綜合運動場,37.505852,126.797498,2025-04-08
4804,소사역,경인선,Sosa,素 砂,37.482755,126.795654,2025-04-08
4804,소사역,서해선,Sosa,素 砂,37.482755,126.7950654,2025-04-08
4805,소새울역,서해선,Sosaeul,소새울,37.4685046,126.797228,2025-04-08
4806,시흥대야역,서해선,Siheung Daeya,始興大也,37.4504787,126.793142,2025-04-08
4807,신천역,서해선,Sincheon,新川,37.4391147,126.786835,2025-04-08
4808,신현역,서해선,Sinhyeon,新峴,37.4091399,126.78788,2025-04-08
4809,시흥시청역,서해선,Siheung City Hall,始興市廳,37.3814109,126.805946,2025-04-08
4810,시흥능곡역,서해선,Siheung Neunggok,始興陵谷,37.3699903,126.808594,2025-04-08
4811,달미역,서해선,Dalmi,달미,37.3490003,126.809318,2025-04-08
4812,선부역,서해선,Seonbu,仙府,37.33459,126.81,2025-04-08
4813,초지역,서해선,Choji,草芝,37.320083,126.808051,2025-04-08
4814,시우역,서해선,Siu,時雨,37.3130967,126.795503,2025-04-08
4815,원시역,서해선,Wonsi,元詩,37.302654,126.7867897,2025-04-08
7001,구미역,대경선,Gumi,龜 尾,36.128278,128.331071,2025-04-08
7002,사곡역,대경선,Sagok,沙 谷,36.098508,128.356416,2025-04-08
7003,북삼역,대경선,Buksam,北 三,36.05603265,128.345278,2026-02-28
7004,왜관역,대경선,Waegwan,倭 館,35.991821,128.400391,2025-04-08
7005,서대구역,대경선,Seodaegu,西大邱,35.881734,128.540121,2025-04-08
7006,대구역,대경선,Daegu,大 邱,35.876,128.5961,2025-04-08
7007,동대구역,대경선,Dongdaegu,東大邱,35.879376,128.628807,2025-04-08
7008,경산역,대경선,Gyeongsan,慶 山,35.8192,128.7276,2025-04-08
8001,부전역,동해선,Bujeon,釜 田,35.164668,129.06011,2025-04-08
8002,거제해맞이역,동해선,Geojehaemaji,巨堤해맞이,35.181197,129.069015,2025-04-08
8003,거제역,동해선,Geoje,巨 堤,35.18958,129.074385,2025-04-08
8004,교대역,동해선,Busan Nat’l Univ. of Edu,敎 大,35.1938,129.07958,2025-04-08
8005,동래역,동해선,Dongnae,東 萊,35.204714,129.0773502,2025-04-08
8006,안락역,동해선,Allak,安 樂,35.196007,129.101062,2025-04-08
8007,재송역,동해선,Jaesong,裁 松,35.188,129.120109,2025-04-08
8008,센텀역,동해선,Centum,센텀,35.1793,129.1245,2025-04-08
8009,벡스코역,동해선,BEXCO,벡스코,35.1717,129.135958,2025-04-08
8010,신해운대역,동해선,Sinhaeundae,新海雲臺,35.181832,129.176696,2025-04-08
8011,송정역,동해선,Songjeong,松 亭,35.187832,129.202069,2025-04-08
8012,오시리아역,동해선,OSIRIA,오시리아,35.196256,129.208291,2025-04-08
8013,기장역,동해선,Gijang,機 張,35.244627,129.2188951,2025-04-08
8014,일광역,동해선,Ilgwang,日 光,35.2675565,129.2330307,2025-04-08
8015,부산원동역,동해선,Busanwondong,釜山院洞,35.1938,129.113709,2025-04-08
8016,좌천역,동해선,Jwacheon,佐川,35.311838,129.245197,2025-04-08
8017,월내역,동해선,Wollae,月內,35.328177,129.276626,2025-04-08
8018,서생역,동해선,Seosaeng,西生,35.346121,129.29304,2025-04-08
8019,남창역,동해선,Namchang,南倉,35.419713,129.28223,2025-04-08
8020,망양역,동해선,Mangyang,望陽,35.456519,129.287856,2025-04-08
8021,덕하역,동해선,Deokha,德下,35.494007,129.303094,2025-04-08
8022,개운포역,동해선,Gaeunpo,開雲浦,35.507884,129.321097,2025-04-08
8023,태화강역,동해선,Taehwagang,太和江,35.538669,129.353269,2025-04-08
